,country,Confirmed,Deaths,Recovered,Incident_Rate,Case_Fatality_Ratio
86,Japan,472676,9173,442586.0,221.9213752845998,2.0842678644282064
87,Jordan,611577,6858,513144.0,5994.00772703305,1.1213632952187542
88,Kazakhstan,297472,5912,268564.0,1584.2607545614894,1.9874139414802063
89,Kenya,134058,2153,92679.0,249.31143565433604,1.6060212743737785
90,Kosovo,89181,1866,74186.0,4926.130959154116,2.0923739361523195
91,Kuwait,232103,1313,216580.0,5434.950848401018,0.5656971258449912
92,Kyrgyzstan,88538,1500,84897.0,1357.072470747714,1.6941878063656284
93,Laos,49,0,45.0,0.6734880468241877,0.0
94,Latvia,102363,1899,93631.0,5426.937305760464,1.8551625098912687
95,Lebanon,468400,6234,370687.0,6862.559230596348,1.3309137489325362
96,Lesotho,10706,315,4471.0,499.7544639939652,2.942275359611433
97,Liberia,2053,85,1899.0,40.5917578366511,4.140282513395031
98,Libya,158957,2667,147147.0,2313.35119607142,1.6778122385299168
99,Liechtenstein,2753,56,2568.0,7218.711487531793,2.03414456956048
100,Lithuania,216119,3574,199023.0,7938.864728274824,1.6537185532044845
101,Luxembourg,61642,746,57092.0,9847.342390123584,1.2102138152558322
102,Madagascar,24426,418,21908.0,88.20910490870705,1.711291247031851
103,Malawi,33551,1117,30272.0,175.38462583942305,3.3292599326398618
104,Malaysia,345500,1272,329623.0,964.8932704813069,0.4035893883149504
105,Maldives,24079,67,21155.0,4454.602972571974,0.2782507579218406
106,Mali,10042,385,6830.0,49.58808116248447,3.833897629954192
107,Malta,29033,392,27812.0,6575.410099674094,1.3501877174249992
108,Marshall Islands,4,0,4.0,6.847790731515245,0.0
109,Mauritania,17847,449,17093.0,383.83451693242085,2.515828990866813
110,Mauritius,1028,12,643.0,80.83241662977574,1.1673151750972763
111,Mexico,2238887,203210,0.0,1680.5469231857471,10.561840194412902
112,Micronesia,1,0,1.0,0.8786188112287484,0.0
113,Moldova,230241,4960,207852.0,5707.56350516849,2.15426444464713
114,Monaco,2288,28,2115.0,5830.190602385078,1.2237762237762235
115,Mongolia,8841,8,5070.0,269.6831154759857,0.0904875014138672
116,Montenegro,91218,1274,83498.0,14523.725364693297,1.396654169133285
117,Morocco,496097,8818,483363.0,1344.0517480120457,1.7774749696127976
118,Mozambique,67579,775,56409.0,216.21519585313723,1.146805960431495
119,Namibia,44139,523,41848.0,1737.129444656966,1.1848931783683363
120,Nepal,277309,3030,272786.0,951.7480432310912,1.0926439459231398
121,Netherlands,1290191,16676,16209.0,6259.275362978996,1.1762935050591359
122,New Zealand,2501,26,2408.0,51.86393938243963,1.0395841663334666
123,Nicaragua,6677,178,4225.0,100.7916910330869,2.665867904747641
124,Niger,5001,186,4590.0,20.65962407994237,3.719256148770246
125,Nigeria,162891,2057,151648.0,79.01975664674248,1.2628076443756868
126,North Macedonia,130022,3781,106979.0,6240.9162034770425,2.9079694205595974
127,Norway,96079,673,17998.0,1772.2691589860774,0.7004652421444852
128,Oman,159218,1678,143966.0,3117.8732242174965,1.0539009408483966
129,Pakistan,672931,14530,605274.0,705.1780468937083,2.016379166953181
130,Panama,355051,6114,343904.0,8228.739065460763,1.7220061343299975
131,Papua New Guinea,5991,60,846.0,66.9607904391034,1.0015022533800702
132,Paraguay,214667,4206,175614.0,3009.6894089474563,1.9593137277737147
133,Peru,1540077,143209,0.0,4406.413987755942,8.237867987665085
134,Philippines,747288,13297,603746.0,681.9498091299242,1.7793675263084647
135,Poland,2321717,53045,1861925.0,6134.544961166266,2.284731515512011
136,Portugal,821722,16848,778210.0,8058.699735120368,2.05032845658264
137,Qatar,179964,291,164121.0,6246.450959022027,0.1616990064679602
138,Romania,952803,23538,850672.0,4952.795248408826,2.4703952443474675
139,Russia,4494234,97219,4118709.0,3158.6505835970233,1.9867410624756479
140,Rwanda,21783,307,20182.0,168.17980624000123,1.4093559197539365
141,Saint Kitts and Nevis,44,0,43.0,82.7192058956234,0.0
142,Saint Lucia,4238,60,4142.0,2307.914327257677,1.4157621519584709
143,Saint Vincent and the Grenadines,1748,10,1587.0,1575.5270534579574,0.5720823798627003
144,Samoa,3,0,2.0,1.5295977158007443,0.0
145,San Marino,4732,84,4128.0,13943.0726619129,1.7751479289940828
146,Sao Tome and Principe,2223,34,2092.0,1014.32280378352,1.5294646873594242
147,Saudi Arabia,390007,6669,378083.0,1120.263370914814,1.7099693082431853
148,Senegal,38705,1051,37321.0,231.1583959082485,2.7154114455496705
149,Serbia,600596,5308,0.0,6873.876235068447,0.8837887698219768
150,Seychelles,4114,20,3745.0,4183.4451901566,0.4861448711716091
151,Sierra Leone,3980,79,2812.0,49.89353747061077,1.984924623115578
152,Singapore,60381,30,60149.0,1032.093331963613,0.0496845034033884
153,Slovakia,707876,9719,255300.0,12965.6096561625,1.3729805785194018
154,Slovenia,215602,4047,198524.0,10370.805779121203,1.877069785994564
155,Solomon Islands,19,0,18.0,2.9102806429575803,0.0
156,Somalia,11398,529,4819.0,71.71611993769167,4.641165116687138
157,South Africa,1548157,52846,1474319.0,2610.337540754989,3.413478090400392
158,South Korea,103639,1735,95439.0,202.14677499346928,1.674080220766314
159,South Sudan,10165,109,9668.0,90.80977393681766,1.072306935563207
160,Spain,3284353,75459,150376.0,6870.6484905655725,2.2460716930189557
161,Sri Lanka,92706,568,89251.0,432.9375503484992,0.6126895778051044
162,Sudan,31833,2063,24214.0,72.59642116268803,6.480696132943801
163,Suriname,9122,177,8598.0,1554.972947357296,1.9403639552729663
164,Sweden,804886,13465,0.0,7165.659162536711,1.620978180437581
165,Switzerland,601124,10297,317600.0,6945.702282873722,1.7129577258602218
166,Syria,18909,1265,12731.0,108.04737216437074,6.689936009307737
167,Taiwan*,1030,10,981.0,4.324682917817379,0.970873786407767
168,Tajikistan,13714,91,13218.0,143.78816063760834,0.6635554907393904
169,Tanzania,509,21,183.0,0.852107987092757,4.12573673870334
170,Thailand,28863,94,26873.0,41.351015898601,0.325676471607248
171,Timor-Leste,604,0,189.0,45.81164738380604,0.0
172,Togo,10249,109,7815.0,123.7990770814437,1.0635183920382476
173,Trinidad and Tobago,8026,142,7615.0,573.494220398702,1.769249937702467
174,Tunisia,254018,8812,217293.0,2149.303751081556,3.469045500712548
175,Turkey,3317182,31537,3014226.0,3933.1499837435954,0.9507166022244182
176,Uganda,40867,335,40449.0,89.34435189436174,0.8197323023466366
177,Ukraine,1725029,34456,1360944.0,4037.964429864064,2.150494777804234
178,United Arab Emirates,461444,1497,445355.0,4665.574698697727,0.3244163972226315
179,United Kingdom,4359982,126955,13073.0,3468.0965589673674,1.6525758120954175
180,United States,30359374,545119,0.0,9284.624983521016,1.9346329576210326
181,Uruguay,105549,974,83380.0,3038.494389455476,0.9227941524789436
182,Uzbekistan,82869,629,80983.0,247.59779880002503,0.75902931132269
183,Vanuatu,3,0,1.0,1.0250102501025011,0.0
184,Venezuela,160497,1602,147846.0,564.4159576490922,0.9981494981214604
185,Vietnam,2603,35,2359.0,2.6741708372722046,1.3446023818670765
186,West Bank and Gaza,242353,2627,215429.0,4750.700589797029,1.0839560475834835
187,Yemen,4357,888,1676.0,14.60807575465782,20.38099609823273
188,Zambia,88418,1208,84592.0,480.9519779094337,1.3662376439186592
189,Zimbabwe,36882,1523,34686.0,248.147622604888,4.12938560815574
